"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Obsolete Type","US Category Group","Firm Name","Inception Date","Inception Month","Inception Year","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date...4","Inception Date...8","Same_Year"
"Janus Henderson Global Life Science A LW",TRUE," A LW","A","A","JFNAX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Global Real Estate A LW",TRUE," A LW","A","A","JERAX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","Janus Henderson",2007-11-28,11,2007,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Global Research A LW",TRUE," A LW","A","A","JDWAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Global Select A LW",TRUE," A LW","A","A","JORAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Global Technology A LW",TRUE," A LW","A","A","JATAX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Global Uncons Bd A LW",TRUE," A LW","A","A","JUCAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Janus Henderson",2014-05-27,5,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.07,1.01,NA,NA,NA,NA,NA,NA
"Janus Henderson Global Value A LW",TRUE," A LW","A","A","JPPAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Growth And Income A LW",TRUE," A LW","A","A","JDNAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson High-Yield A LW",TRUE," A LW","A","A","JHYAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.98,0.98,NA,NA,NA,NA,NA,NA
"Janus Henderson International L/S E A LW",TRUE," A LW","A","A","HLNAX.lw",2016-11-30,11,2016,"Liquidated","Alternative","Janus Henderson",2014-12-09,12,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.75,1.75,NA,NA,NA,NA,NA,NA
"Janus Henderson International L/S Eq A",TRUE," A","A","A",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2014-12-09,12,2014,2018-07-31,88053,"A","No",113190.441,1294269.373,-1003311.444,NA,NA,4,3.53,2.49,3.53,NA,NA,NA,NA
"Janus Henderson International L/S Eq C",TRUE," C","C","C",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2014-12-09,12,2014,2018-07-31,385493,"C","No",2307.757,127565.471,-126857.203,NA,NA,4.72,3.61,3.74,3.61,NA,NA,NA,NA
"Janus Henderson International L/S Eq D",TRUE," D","D","D",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2017-06-05,6,2017,2018-08-30,6217334,"D","No",NA,NA,145483.362,NA,NA,NA,NA,2.91,2.97,NA,2017-06-05,2017-06-05,0
"Janus Henderson International L/S Eq I",TRUE," I","I","Instl",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2014-12-09,12,2014,2018-07-31,768880,"Inst","No",-4287365.497,8935682.476,-8370641.377,NA,NA,3.63,2.81,2.76,2.57,NA,NA,NA,NA
"Janus Henderson International L/S Eq N",TRUE," N","N","N",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2015-11-30,11,2015,2018-07-31,4312936,"N","No",4798502.622,-74387.229,-268571.593,NA,NA,NA,2.99,2.75,2.79,NA,2015-11-30,2015-11-30,0
"Janus Henderson International L/S Eq S",TRUE," S","S","S",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2017-06-05,6,2017,2018-07-31,48643,"S","No",NA,NA,50164.156,NA,NA,NA,NA,3.28,3.13,NA,2017-06-05,2017-06-05,0
"Janus Henderson International L/S Eq T",TRUE," T","T","T",NA,2018-08-30,8,2018,"Liquidated","Alternative","Janus Henderson",2017-06-05,6,2017,2018-08-30,5208155,"Other","No",NA,NA,346867.917,NA,NA,NA,NA,3.01,2.94,NA,2017-06-05,2017-06-05,0
"Janus Henderson International Opps A LW",TRUE," A LW","A","A","HFOAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2001-08-31,8,2001,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.36,1.35,NA,NA,NA,NA,NA,NA
"Janus Henderson International Opps A{mg}",TRUE," A{mg}","A","A",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson International Opps C{mg}",TRUE," C{mg}","C","C",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson International Opps I{mg}",TRUE," I{mg}","I","Instl",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson International Opps N{mg}",TRUE," N{mg}","N","N",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson International Opps R{mg}",TRUE," R{mg}","R","R",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson International Sm CpA{mg}",TRUE," CpA{mg}","CpA","A",NA,2017-06-05,6,2017,"Merged","International Equity","Janus Henderson",2017-04-13,4,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-13,2017-04-13,1
"Janus Henderson International Sm CpI{mg}",TRUE," CpI{mg}","CpI","Instl",NA,2017-06-05,6,2017,"Merged","International Equity","Janus Henderson",2017-04-13,4,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-13,2017-04-13,1
"Janus Henderson International Sm CpN{mg}",TRUE," CpN{mg}","CpN","N",NA,2017-06-05,6,2017,"Merged","International Equity","Janus Henderson",2017-04-13,4,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-13,2017-04-13,1
"Janus Henderson International Value A LW",TRUE," A LW","A","A","JIFAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2013-04-01,4,2013,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Intl L/S Eq A{mg}",TRUE," A{mg}","A","A",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Intl L/S Eq C{mg}",TRUE," C{mg}","C","C",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Intl L/S Eq I{mg}",TRUE," I{mg}","I","Instl",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Intl L/S Eq N{mg}",TRUE," N{mg}","N","N",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Intl Mgd Volatil A LW",TRUE," A LW","A","A","JMIAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2007-05-02,5,2007,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.34,1.24,NA,NA,NA,NA,NA,NA
"Janus Henderson Large Cap Value A LW",TRUE," A LW","A","A","JAPAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2008-12-31,12,2008,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.93,0.93,NA,NA,NA,NA,NA,NA
"Janus Henderson Mid Cap Value A LW",TRUE," A LW","A","A","JDPAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.84,0.82,NA,NA,NA,NA,NA,NA
"Janus Henderson Multi-Sector Income A LW",TRUE," A LW","A","A","JMUAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Janus Henderson",2014-02-28,2,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.99,1,NA,NA,NA,NA,NA,NA
"Janus Henderson Overseas A Load Waived",TRUE," A Load Waived","A","A","JDIAX.lw",2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Real Return A",TRUE," A","A","A",NA,2018-03-02,3,2018,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,2018-01-31,2235353,"A","No",1200381.123,-700665.67,-752300.373,NA,NA,0.84,0.75,0.74,NA,NA,NA,NA,NA
"Janus Henderson Real Return A LW",TRUE," A LW","A","A","JURAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.84,0.75,NA,NA,NA,NA,NA,NA
"Janus Henderson Real Return C",TRUE," C","C","C",NA,2018-03-02,3,2018,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,2018-01-31,2040805,"C","No",196994.268,370974.025,-552271.145,NA,NA,1.58,1.46,1.47,NA,NA,NA,NA,NA
"Janus Henderson Real Return D",TRUE," D","D","D",NA,2018-03-02,3,2018,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,2018-01-31,5157756,"D","No",1632871.027,2849091.994,1447162.159,NA,NA,0.74,0.62,0.59,NA,NA,NA,NA,NA
"Janus Henderson Real Return I",TRUE," I","I","Instl",NA,2018-03-02,3,2018,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,2018-01-31,2409456,"Inst","No",44938.776,-556029.332,751804.084,NA,NA,0.57,0.49,0.48,NA,NA,NA,NA,NA
"Janus Henderson Real Return S",TRUE," S","S","S",NA,2018-03-02,3,2018,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,2018-01-31,695223,"S","No",5201.999,-167499.572,5597.099,NA,NA,1.08,0.56,0.82,NA,NA,NA,NA,NA
"Janus Henderson Real Return T",TRUE," T","T","T",NA,2018-03-02,3,2018,"Liquidated","Taxable Bond","Janus Henderson",2011-05-13,5,2011,2018-01-31,2305076,"Other","No",54508.947,-106846.907,-387212.176,NA,NA,0.82,0.51,0.61,NA,NA,NA,NA,NA
"Janus Henderson Research A Load Waived",TRUE," A Load Waived","A","A","JRAAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson Select Value A LW",TRUE," A LW","A","A","JVSAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2011-12-15,12,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.03,1.01,NA,NA,NA,NA,NA,NA
"Janus Henderson Short-Term Bond A LW",TRUE," A LW","A","A","JSHAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA
"Janus Henderson Small Cap Value A LW",TRUE," A LW","A","A","JDSAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.03,1.34,NA,NA,NA,NA,NA,NA
"Janus Henderson Strategic Income A LW",TRUE," A LW","A","A","HFAAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Janus Henderson",2003-09-30,9,2003,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.09,1.04,NA,NA,NA,NA,NA,NA
"Janus Henderson Strategic Income A{mg}",TRUE," A{mg}","A","A",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Strategic Income C{mg}",TRUE," C{mg}","C","C",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Strategic Income I{mg}",TRUE," I{mg}","I","Instl",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Strategic Income N{mg}",TRUE," N{mg}","N","N",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson Triton A Load Waived",TRUE," A Load Waived","A","A","JGMAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core A",TRUE," A","A","A",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-05-31,17995093,"A","No",-323846.492,-1490319.464,NA,NA,NA,0.89,0.94,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core A Load Waived",TRUE," A Load Waived","A","A",NA,2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2009-07-06,7,2009,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.89,0.94,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core C",TRUE," C","C","C",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-05-31,11507957,"C","No",93708.377,-4789395.923,NA,NA,NA,1.66,1.57,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core D",TRUE," D","D","D",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2003-02-28,2,2003,2017-05-31,307199051,"D","No",-19870751.205,-24298270.046,NA,NA,NA,0.74,0.79,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core I",TRUE," I","I","Instl",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-05-31,121570222,"Inst","No",-60311118.754,-23186641.384,NA,NA,NA,0.61,0.68,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core N",TRUE," N","N","N",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2014-10-28,10,2014,2017-05-31,6784643,"N","No",620.492,14758109.821,NA,NA,NA,0.59,0.57,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core S",TRUE," S","S","S",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-05-31,32490142,"S","No",-5147323.273,-6824937.255,NA,NA,NA,1.07,1.12,NA,NA,NA,NA,NA,NA
"Janus Henderson US Core T",TRUE," T","T","T",NA,2017-06-23,6,2017,"Merged","U.S. Equity","Janus Henderson",2003-02-28,2,2003,2017-05-31,117584583,"T","No",-24216510.266,-25673910.866,NA,NA,NA,0.82,0.86,NA,NA,NA,NA,NA,NA
"Janus Henderson US Growth Opps A LW",TRUE," A LW","A","A","HGRAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2014-12-18,12,2014,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.2,1.2,NA,NA,NA,NA,NA,NA
"Janus Henderson US Growth Opps A{mg}",TRUE," A{mg}","A","A",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson US Growth Opps C{mg}",TRUE," C{mg}","C","C",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson US Growth Opps I{mg}",TRUE," I{mg}","I","Instl",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson US Growth Opps N{mg}",TRUE," N{mg}","N","N",NA,2017-06-05,6,2017,"Merged",NA,"Janus Henderson",2017-05-02,5,2017,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-02,2017-05-02,1
"Janus Henderson US Managed Volatili A LW",TRUE," A LW","A","A","JRSAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2005-12-30,12,2005,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.03,0.93,NA,NA,NA,NA,NA,NA
"Janus Henderson Value Plus Income A LW",TRUE," A LW","A","A","JPVAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","Janus Henderson",2010-07-30,7,2010,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.97,0.94,NA,NA,NA,NA,NA,NA
"Janus Henderson Venture A Load Waived",TRUE," A Load Waived","A","A","JVTAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Janus Henderson",2011-05-06,5,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA
"Janus Henderson VIT Glbl Uncons Bd Instl",TRUE," Instl","Instl","Instl",NA,2019-03-01,3,2019,"Liquidated","Taxable Bond","Janus Henderson",2015-01-29,1,2015,2019-01-31,989352,"Inst","No",999804.445,659.218,-114.338,-247.139,NA,0.87,0.8,0.77,0.73,NA,2015-01-29,2015-01-29,0
"Janus Henderson VIT Glbl Uncons Bd Svc",TRUE," Svc","Svc","Svc",NA,2019-03-01,3,2019,"Liquidated","Taxable Bond","Janus Henderson",2015-01-29,1,2015,2019-01-31,5245980,"S","No",4397633.078,746364.002,400629.535,230398.792,NA,1.11,1.05,1.02,0.98,NA,2015-01-29,2015-01-29,0
"Janus I",TRUE," I","I","Instl",NA,2017-05-01,5,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-04-28,64992166,"Inst","No",-376552360.933,-15436306.237,NA,NA,NA,0.72,0.69,NA,NA,NA,NA,NA,NA
"Janus International Equity A",TRUE," A","A","A",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2006-11-28,11,2006,2017-02-28,6294303,"A","No",-11047631.077,-19538609.373,NA,NA,NA,1.05,1.08,NA,NA,NA,NA,NA,NA
"Janus International Equity A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","International Equity","Janus Henderson",2006-11-28,11,2006,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA
"Janus International Equity C",TRUE," C","C","C",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2006-11-28,11,2006,2017-02-28,6560391,"C","No",-2167872.104,-4009814.643,NA,NA,NA,1.79,1.82,NA,NA,NA,NA,NA,NA
"Janus International Equity D",TRUE," D","D","D",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2010-02-16,2,2010,2017-02-28,8813835,"D","No",-333542.196,-5485816.45,NA,NA,NA,0.85,0.88,NA,NA,NA,NA,NA,NA
"Janus International Equity I",TRUE," I","I","Instl",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2006-11-28,11,2006,2017-02-28,23333451,"Inst","No",-13009316.925,-14293267.455,NA,NA,NA,0.78,0.76,NA,NA,NA,NA,NA,NA
"Janus International Equity N",TRUE," N","N","N",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2012-05-31,5,2012,2017-02-28,81731071,"N","No",-8845458.204,-10858096.052,NA,NA,NA,0.71,0.7,NA,NA,NA,NA,NA,NA
"Janus International Equity R",TRUE," R","R","R",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2006-11-28,11,2006,2017-02-28,2477144,"Retirement","No",518471.165,-1334626.535,NA,NA,NA,1.47,1.46,NA,NA,NA,NA,NA,NA
"Janus International Equity S",TRUE," S","S","S",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2006-11-28,11,2006,2017-02-28,7478009,"S","No",-305814.153,-2830996.339,NA,NA,NA,1.21,1.2,NA,NA,NA,NA,NA,NA
"Janus International Equity T",TRUE," T","T","T",NA,2017-03-30,3,2017,"Liquidated","International Equity","Janus Henderson",2009-07-06,7,2009,2017-02-28,3740519,"Other","No",-1135788.405,-3088836.482,NA,NA,NA,0.95,0.95,NA,NA,NA,NA,NA,NA
"Janus N",TRUE," N","N","N",NA,2017-05-01,5,2017,"Merged","U.S. Equity","Janus Henderson",2012-05-31,5,2012,2017-04-28,12317276,"N","No",33105405.317,-8620489.342,NA,NA,NA,0.64,0.58,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global A",TRUE," A","A","A",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,2015-11-30,1895610,"A","No",NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global A LW",TRUE," A LW","A","A",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global C",TRUE," C","C","C",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,2015-11-30,2092859,"C","No",NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global D",TRUE," D","D","D",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,2015-11-30,1936714,"D","No",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global I",TRUE," I","I","Instl",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,2015-11-30,1355633,"Inst","No",NA,NA,NA,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global S",TRUE," S","S","S",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,2015-11-30,1201693,"S","No",NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Global T",TRUE," T","T","T",NA,2015-12-11,12,2015,"Liquidated","International Equity","Janus Henderson",2011-12-15,12,2011,2015-11-30,1302533,"T","No",NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth A",TRUE," A","A","A",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,2015-11-30,9905962,"A","No",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth A LW",TRUE," A LW","A","A",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth C",TRUE," C","C","C",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,2015-11-30,13240601,"C","No",NA,NA,NA,NA,NA,2.48,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth D",TRUE," D","D","D",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,2015-11-30,5733358,"D","No",NA,NA,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth I",TRUE," I","I","Instl",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,2015-11-30,4476779,"Inst","No",NA,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth S",TRUE," S","S","S",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,2015-11-30,1924998,"S","No",NA,NA,NA,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA
"Janus Preservation Series - Growth T",TRUE," T","T","T",NA,2015-12-11,12,2015,"Liquidated","U.S. Equity","Janus Henderson",2011-05-04,5,2011,2015-11-30,3554421,"T","No",NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"Janus R",TRUE," R","R","R",NA,2017-05-01,5,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-04-28,4782817,"Retirement","No",2112914.731,-1106554.685,NA,NA,NA,1.38,1.34,NA,NA,NA,NA,NA,NA
"Janus S",TRUE," S","S","S",NA,2017-05-01,5,2017,"Merged","U.S. Equity","Janus Henderson",2009-07-06,7,2009,2017-04-28,17491361,"S","No",-5961328.664,-6176421.143,NA,NA,NA,1.09,1.08,NA,NA,NA,NA,NA,NA
